SAMPLE_CODE,Rule,Rule_encoded,PC1,PC2,PC3
76,Normal,2,-2.593414235845466,-0.28246534149428837,-1.062620730982597
68,Normal,2,-0.6415152616059087,0.5789451618007567,-1.6078990170440834
77,Normal,2,3.3279642217273224,0.35892712989929826,3.8453530321438345
146,Normal,2,-1.158383811383874,-1.5608609037945098,1.2421907852771945
70,Normal,2,1.9969960517673273,0.021829561020342503,-2.6002792157814283
142,Normal,2,3.7932695550786977,-0.15640992247723975,0.27438668798541155
147,Normal,2,-2.6672533336237048,-2.6722825193999533,1.0605814448130795
54,Normal,2,-0.6705892334936843,0.988232134317443,0.22311733205394327
57,Normal,2,-7.7107342644608385,1.0937456980003228,0.9735469574289876
71,Normal,2,-0.6500475537577057,-0.9207636233317962,-0.6469037289867164
124,Normal,2,-5.26929737676798,-1.6228379128426522,-2.499138214247171
159,Normal,2,3.538682545594135,-0.6370826585665742,0.43673161579835756
51,Normal,2,-0.8717613393964406,5.796378291193072,-0.5904626477475495
35,Normal,2,6.377428002572073,1.2693908012379869,-0.3274231439781689
122,Normal,2,-0.6200282510617593,-2.955938787235708,0.09593978490619405
129,Normal,2,-0.06766979238758329,0.8001150574122861,0.17260063600958855
72,Normal,2,-1.7308053700374346,-0.9256233407060178,-1.653678657623411
73,Normal,2,-0.7941467168857232,-0.3592440255434822,0.6117667680631215
83,Normal,2,-2.2309035813160563,-2.1197638225828106,-0.2730199891724877
89,Normal,2,0.8091339670545121,-1.902552871395899,0.5379637849427634
99,Normal,2,2.473901627849801,2.473659658768775,0.16489672717311232
148,Normal,2,-5.15906275432361,-3.157043234082214,1.4975177979186496
61,Normal,2,1.7467533462299636,0.04002930378290789,-0.6139858255558632
62,Normal,2,3.5808799385066292,-0.9772104110364529,-0.6397783923552939
67,Normal,2,-2.8332828277280746,1.0316176750779023,-1.111402041926018
36,Normal,2,3.4879309494326862,-0.8049944686622796,-0.17474161698455842
121,Normal,2,3.503379269305362,1.0289870750595673,1.05699794824919
149,Normal,2,-2.400993217278804,-3.0509551831697035,1.3350328719192484
53,Normal,2,-2.67028662397314,2.1477198379924416,0.3964051320829196
138,Normal,2,-0.675606250717863,-0.7710344427444178,0.2548249426728857
44,Normal,2,3.2867916851657446,-0.299603660646808,-0.9602646773112964
63,Normal,2,-2.15782655273997,0.2954261270399589,-0.33894897384214706
79,Normal,2,-3.9640030921534524,0.9548827964352248,-1.3871830005804326
42,Normal,2,4.45450343139736,0.24103257703073933,-0.902668296267968
55,Normal,2,1.006961192711978,1.6845969686177586,0.1425182663983733
85,Normal,2,3.9087400113025015,-1.2515590425470475,1.7939486852053852
88,Normal,2,5.30201985970996,0.8875953073665429,0.22043840467153045
111,Normal,2,0.28786322745047643,-1.4872431559501695,-1.8195690103652122
134,Normal,2,11.245151762875643,1.4620537525784383,-0.3433031175406395
143,Normal,2,4.46667691244304,2.318408625626518,-0.24367269572977043
157,Normal,2,-1.8615051058795624,-3.6935348344787355,1.0375123684113712
170,Normal,2,1.9575020533255842,-0.16993050633807452,-1.058583407958952
37,Normal,2,0.4691970916426188,-1.2450600862432593,-0.005740812003541739
56,Normal,2,6.982475179275196,6.035283435623349,0.8964261138373263
66,Normal,2,-2.254785937615829,1.7842520954459211,-0.9259423407410026
82,Normal,2,-0.14426882647944791,2.6584672296057787,-0.18046224113246775
164,Normal,2,0.7387688659438282,-1.3151567921929408,1.048298464699703
27,Normal,2,-0.29710435880848385,-2.411187206353566,0.08029898171939948
59,Normal,2,-4.399425353258042,-2.429516745367832,1.1184225632550224
168,Normal,2,4.774433638071751,-0.33250602892055214,-1.8561416196370404
81,Normal,2,2.821996464165589,-0.3696594865334577,-0.10633345966403863
144,Normal,2,0.19909945247874966,-0.9286706592919438,0.10603037767906677
46,Normal,2,5.436816784213831,1.0701362014306715,0.5691923726537219
139,Normal,2,-4.748863165489697,0.33299357884142156,1.2047762128648207
158,Normal,2,1.7920551149988106,-0.8937706756735702,0.5128753485185394
78,Normal,2,-0.9471932008648195,3.164332936666707,4.773939354975268
84,Normal,2,5.128193945619803,0.592564916251217,0.4585613818928624
87,Normal,2,2.916504800242186,-0.25672471307294187,0.8600767192181408
116,Normal,2,-4.40455859556554,-3.4438871858029287,-0.5381417067820894
117,Normal,2,4.662743033398506,0.6520731084297979,-0.8755005557828929
166,Normal,2,-0.10994446776490693,-1.8105460434517782,-0.8959086217549598
29,Normal,2,1.5129543183096816,-2.124453392698921,-0.10297736953008158
125,Normal,2,2.6027444744624617,0.06587846888667723,2.5914625837650367
60,Normal,2,-7.373547087511693,4.6220626411478545,1.3315860770581625
118,Normal,2,1.17435269833958,-1.2975654273592307,-0.49793757544390155
135,Normal,2,5.543754284102193,-0.8898189438090673,-0.4551594337532234
165,Normal,2,2.7685070897007193,0.4879538160179816,1.0867617418802469
26,Normal,2,-0.3911430865364387,-2.348579388473476,0.7549628073917969
52,Normal,2,2.010703385480608,0.10694011633116657,-0.06243523107574063
58,Normal,2,-3.12445141963749,-1.8101583571919073,0.9766582573023215
93,Normal,2,-4.323912665149927,-2.200904227896565,-0.33358256174541406
123,Normal,2,-1.4841689191664882,6.168585833116564,-1.0647169149664861
167,Normal,2,-3.6813182906124107,-3.036540092511438,-0.8448025448547082
169,Normal,2,-1.64776166810806,-3.0455445940397916,-0.891265211338812
41,Normal,2,2.948399461637524,-0.3870713073645289,-0.6989251267223427
120,Normal,2,-1.6387323842268007,0.2599791733390782,-0.6706836615190835
137,Normal,2,2.222196300549541,0.4214422729189556,0.2473268909409882
31,Normal,2,2.689956712422313,-1.8993468136829008,-0.34564612082486834
40,Normal,2,-1.16974755480889,-2.215806917473163,0.1447724910712042
156,Normal,2,0.6048213988569884,-2.1548124441874417,0.027210391639390253
163,Normal,2,3.3488116532629486,-0.583744778090872,0.5418333055002891
86,Normal,2,-0.0342653321442415,0.9781651988446541,1.4508935574688686
140,Normal,2,1.8803586476227752,-0.49814628919903864,-0.4829920987629862
49,Normal,2,4.34775364466639,2.1856381540063015,-0.6922838283949877
69,Normal,2,-1.7433183974447717,-0.3040654072703277,-1.698700150700465
80,Normal,2,3.51684335618915,-0.6502860370813408,2.9130868520988726
38,Low-deficiency,1,2.483566268452904,-0.9907159518147493,0.11105502065897194
65,Low-deficiency,1,-1.1347998179207481,-1.8005013865443167,-0.3520591192674669
113,Low-deficiency,1,2.5075383866504874,1.3048505875670289,-0.5189587505265031
115,Low-deficiency,1,-1.7353827839945704,-1.6594784885915443,-1.3523041036256291
150,Low-deficiency,1,2.6122175532951495,-1.1844271836800524,0.3775561993407401
28,Low-deficiency,1,2.372511029369306,-1.2792158932069668,-0.4283091981456996
154,Low-deficiency,1,2.748137787365185,-0.769002101596629,0.45927584677627786
161,Low-deficiency,1,0.6791035003752958,-1.9312112564254578,1.5131737992641685
30,Low-deficiency,1,-0.717703866459096,-2.243974806204857,-0.3697827649169364
34,Low-deficiency,1,0.685395664781605,-1.5830264976068296,-1.195002946133899
155,Low-deficiency,1,0.8680803979500072,-2.1569819451378516,-0.12401371337288813
97,Low-deficiency,1,0.02570489785761397,3.340401570110582,0.08461419521358707
162,Low-deficiency,1,2.097569516336578,-1.4172382028839785,1.5286180818347994
91,Low-deficiency,1,-7.177574388840282,-1.7026293320238026,1.1073541806074418
141,Low-deficiency,1,2.468737848257009,-0.5212570849078484,0.5340765424319089
33,Low-deficiency,1,2.7145451179313644,-1.203212171328646,-0.5265008832874181
153,Low-deficiency,1,4.337512017332709,0.11736779475402774,-0.35483955764187286
32,Low-deficiency,1,4.361643463008025,0.6977663414308807,-0.17954642598593243
39,Low-deficiency,1,2.2980898283787754,-0.33415130737022913,-0.02543014086215889
50,Low-deficiency,1,-5.692250878147349,5.83585709640114,0.6745737887404709
108,Low-deficiency,1,-2.4533516160200293,1.4399169400526879,-1.8163208672548077
112,High-deficiency,0,3.8136248967394337,1.015771067764905,2.365741807933956
45,High-deficiency,0,1.5606638528922279,-1.2543457708533698,0.226392225120932
48,High-deficiency,0,2.7114548132545835,3.994785642692189,-0.2196015429181798
151,High-deficiency,0,4.727638968106554,0.4743804303376803,0.014150753710941055
114,High-deficiency,0,1.1369579669155614,-0.40948696769586124,-1.139848007348725
152,High-deficiency,0,4.112382572799559,0.2927809730592847,0.04610899121176662
47,High-deficiency,0,1.253937964853174,2.3479218584910004,-0.12738775873345337
133,High-deficiency,0,-2.8830926664606764,-1.8538616789788742,0.2698617095177806
92,High-deficiency,0,-5.506088153805442,-0.3186592249653573,-0.20893480403479145
96,High-deficiency,0,-7.538142995654025,6.392131251049044,0.7798318630682669
109,High-deficiency,0,-3.806244832942562,-0.49098331164038883,-1.703999138364194
90,High-deficiency,0,-11.33406054741205,3.4501027203291987,1.582207781965104
95,High-deficiency,0,-9.538918542640358,0.6655257632103526,0.163714882882337
94,High-deficiency,0,-9.54925423922913,3.5527787004002764,0.2520228973168532
103,High-deficiency,0,-4.049482060437628,1.8367659301430939,-0.4374984306864761
101,High-deficiency,0,-2.358023413331386,0.21646004694760532,0.06646414874756977
104,High-deficiency,0,-3.5549085393593205,0.8700762833628987,-0.4504259830403947
106,High-deficiency,0,-3.3907601576597526,0.6064699449423987,-1.9158646809655577
100,High-deficiency,0,-11.442560052391842,-4.547411425136742,1.5537971981147487
105,High-deficiency,0,-3.2331093570925087,1.3895267905233226,-1.2554168941219979
110,High-deficiency,0,-4.100998851905482,2.703454305529781,-2.3297667576494066
107,High-deficiency,0,-0.809340940378958,0.8230802474910046,-2.107239720352724
102,High-deficiency,0,-0.9003097599618785,1.885741695103248,-0.5594589576648413
76,Normal,2,-2.5982082972496605,-0.32254530263105635,-1.141728104559658
68,Normal,2,-0.6162841958183809,0.5865974471074713,-1.674240635436245
77,Normal,2,3.3390384858113507,0.4278638352302017,3.831674542211718
146,Normal,2,-1.1360406643339922,-1.599122777453892,1.3117774755188045
70,Normal,2,1.9625409053454153,0.05170883135911855,-2.6355727871764194
142,Normal,2,3.7383906350951985,-0.12320514160367388,0.24819415792363292
147,Normal,2,-2.592425133663568,-2.720193871971013,1.176868295954737
54,Normal,2,-0.6277934754434698,1.068635217272644,0.22671327061102828
57,Normal,2,-7.69345908495811,1.173493884695803,1.029578699649353
71,Normal,2,-0.6262192320753346,-0.962674330761128,-0.5970154493942588
124,Normal,2,-5.3404163006229375,-1.702105849454277,-2.4882282359313623
159,Normal,2,3.450626203632353,-0.5940475938266205,0.31660690571265854
51,Normal,2,-0.84308045894084,5.754933944167794,-0.6392991784326933
35,Normal,2,6.36964213532354,1.275250872194716,-0.25539702228942174
122,Normal,2,-0.6995140173118372,-2.96110772937591,0.17665639028085903
129,Normal,2,-0.08585863713760444,0.7936744894705949,0.18692124593954004
72,Normal,2,-1.701576781108786,-0.9341493027203643,-1.7124098311199654
73,Normal,2,-0.7767615108365468,-0.32403029612288936,0.6907771247317949
83,Normal,2,-2.1867645518543126,-2.1226533717324068,-0.27904986834713286
89,Normal,2,0.84777323574033,-1.8847344226256233,0.4844842644799355
99,Normal,2,2.4675165365667993,2.580142822858054,0.21564058903174346
148,Normal,2,-5.168727307112274,-3.125436505346256,1.504938235883216
61,Normal,2,1.71853619247167,-0.016861500640185795,-0.5708293363967238
62,Normal,2,3.5732916714900123,-0.9933427485778936,-0.6385384682163203
67,Normal,2,-2.801435747971543,1.0159184006820021,-1.0637414341966565
36,Normal,2,3.502410817885119,-0.7350507257867158,-0.24855268527929175
121,Normal,2,3.576869874943938,0.9839286908601843,0.9755939025926211
149,Normal,2,-2.400028324332826,-3.015056338151669,1.3777410147011129
53,Normal,2,-2.595971060596257,2.1585074924259673,0.4973853252086876
138,Normal,2,-0.7055408903222,-0.8138959590667687,0.23328651493552405
44,Normal,2,3.2553905471796916,-0.2895615963056426,-0.9236987933123735
63,Normal,2,-2.2076922161787302,0.32654515184724,-0.3493790678487333
79,Normal,2,-3.9100243281835505,0.9584290771460323,-1.3406624020466593
42,Normal,2,4.431201382515305,0.22448191234255396,-0.847598894920415
55,Normal,2,0.9739628720841409,1.6940161039090178,0.10637740716506747
85,Normal,2,3.9187966289197704,-1.158764246164154,1.8004174672931004
88,Normal,2,5.324743358467267,0.8929987914868571,0.20354340200241128
111,Normal,2,0.3288044228413716,-1.4509424905853079,-1.7636653570464909
134,Normal,2,11.28390700021601,1.4645305063017449,-0.44232458220991877
143,Normal,2,4.461950809028157,2.3743962615424645,-0.2888768355841763
157,Normal,2,-1.9217928362426002,-3.683765011010774,1.0251580790225465
170,Normal,2,2.0627669944185585,-0.10187055469342975,-1.0957401949018797
37,Normal,2,0.4480768327213279,-1.2349330721013556,0.07274484244373752
56,Normal,2,6.9877539116846625,6.038761990528943,0.8671567284348557
66,Normal,2,-2.1662107588556703,1.8464530891797086,-0.9215400634605853
82,Normal,2,-0.1738835704601655,2.6730717391142282,-0.24860218314506832
164,Normal,2,0.7717349240843638,-1.3648535044652674,1.061837277294238
27,Normal,2,-0.23504724797232548,-2.3984528284277924,0.08974205281885597
59,Normal,2,-4.322419049686776,-2.4247235367684814,1.0980891687546277
168,Normal,2,4.795709137363564,-0.383861191068804,-1.868687005209236
81,Normal,2,2.861926140424461,-0.37268719536195805,-0.050713518507562706
144,Normal,2,0.19465352591121599,-0.8718215042920919,0.12170479151202342
46,Normal,2,5.445339174617607,1.0900307320334472,0.5651954633651952
139,Normal,2,-4.794055700088188,0.37017737966994646,1.0934298134870555
158,Normal,2,1.7671297271352484,-1.0176012708585347,0.5703104285546009
78,Normal,2,-1.003618498769053,3.0249622970432273,4.738184954672132
84,Normal,2,5.2358509887959395,0.58494393899547,0.4594263387629372
87,Normal,2,2.8590433476425776,-0.30171307535041747,0.8172478622463266
116,Normal,2,-4.388517828419074,-3.3861067333291284,-0.4937902431797587
117,Normal,2,4.734527906755932,0.6784431590482507,-0.899584629550557
166,Normal,2,-0.0936054857025261,-1.788771912868459,-0.9324252529994503
29,Normal,2,1.483947289130937,-2.0814022048642786,-0.14436962606359147
125,Normal,2,2.5296201591027185,0.06736801380905952,2.5436586904153264
60,Normal,2,-7.42059932341896,4.645035308467535,1.2811433999182975
118,Normal,2,1.1711981066417723,-1.348748564670917,-0.545137734582552
135,Normal,2,5.543991633131725,-0.8873765952627521,-0.4233824837523747
165,Normal,2,2.7565468165982674,0.507227471391768,1.1646141785412343
26,Normal,2,-0.4096987163208843,-2.4243243411967934,0.7476151450451074
52,Normal,2,1.9962117264536317,0.06408225781527496,-0.06736601562531892
58,Normal,2,-3.2219763257371725,-1.7803093904446758,0.9992101747371935
93,Normal,2,-4.341218003544081,-2.25058562727024,-0.37268190575297916
123,Normal,2,-1.5101768849426382,6.17230766333349,-1.020516215404767
167,Normal,2,-3.6154696090444634,-3.025104187571146,-0.8377568502559939
169,Normal,2,-1.6795870822528418,-3.0110645680821695,-0.9862189881463181
41,Normal,2,2.947381662301205,-0.3765976510382746,-0.7531141447241383
120,Normal,2,-1.5672502591261028,0.22229876452782568,-0.6171185108031296
137,Normal,2,2.272174679927158,0.45365757270013174,0.31046076595709915
31,Normal,2,2.598772708497604,-1.8905284450792852,-0.3068689062126619
40,Normal,2,-1.2295158214169,-2.2393495232986025,0.139459812797444
156,Normal,2,0.5560496996987511,-2.0788940482045977,-0.016947556435647698
163,Normal,2,3.3594530078395612,-0.591506636157954,0.5420828025089317
86,Normal,2,-0.034578951944486014,1.0605165033478967,1.530803631998852
140,Normal,2,1.838726301796573,-0.43843200461468196,-0.5047335440912101
49,Normal,2,4.3857874006626805,2.0905713154605383,-0.6661722310241636
69,Normal,2,-1.811811540254609,-0.27579561165757477,-1.6695144549435503
80,Normal,2,3.487749083915027,-0.591513329477868,2.8607182138620515
38,Low-deficiency,1,2.357675365493091,-0.9512688938311982,0.10796386661988504
65,Low-deficiency,1,-1.0928230153516798,-1.7117962902170787,-0.4040230155431691
113,Low-deficiency,1,2.5151128895597936,1.3451464749236364,-0.49071729499641964
115,Low-deficiency,1,-1.643590250000945,-1.6611117246136364,-1.3261470829030881
150,Low-deficiency,1,2.667055044711192,-1.1231789384422255,0.28117645706587197
28,Low-deficiency,1,2.4586706045245865,-1.3052433738618126,-0.512261944923476
154,Low-deficiency,1,2.7623952520658626,-0.7425990937313176,0.42490663958277997
161,Low-deficiency,1,0.7006903433235259,-1.98813970234024,1.492726386608393
30,Low-deficiency,1,-0.7038491094211414,-2.215972955951704,-0.38532729797552634
34,Low-deficiency,1,0.7085357928917,-1.6175694396420928,-1.2274263118245523
155,Low-deficiency,1,0.8710360860829836,-2.1301516423281024,-0.069037121203091
97,Low-deficiency,1,0.006915938699690375,3.3225887092168955,0.04098376685617565
162,Low-deficiency,1,2.0806788657586552,-1.3742786629837642,1.613298847629692
91,Low-deficiency,1,-7.188539232059142,-1.7004462284581903,1.1342491305962632
141,Low-deficiency,1,2.5052405482331874,-0.5745914316547965,0.5221958442314195
33,Low-deficiency,1,2.65385635576607,-1.2372790983286535,-0.4256808328640888
153,Low-deficiency,1,4.359939606685691,0.06005787091322193,-0.3644453218351411
32,Low-deficiency,1,4.402528498870441,0.7103327241184766,-0.18806009593173806
39,Low-deficiency,1,2.3349551989891215,-0.30966789187395627,-0.06740245477859477
50,Low-deficiency,1,-5.708742438502506,5.834733040868784,0.6499939285021318
108,Low-deficiency,1,-2.402695889548373,1.3791761384053094,-1.7660525206498456
112,High-deficiency,0,3.693054833468127,1.0135285792638375,2.390402228727627
45,High-deficiency,0,1.529232600030314,-1.2663193488702118,0.21947929848869108
48,High-deficiency,0,2.6742603637424978,3.9731584903636747,-0.20815468009990762
151,High-deficiency,0,4.765966770097416,0.4444420312470885,0.024734149973090147
114,High-deficiency,0,1.147714349204978,-0.34062568647674735,-1.0785855793275325
152,High-deficiency,0,4.108813355347363,0.2683371709072525,0.044186627267040264
47,High-deficiency,0,1.3247127081136736,2.4568923184086517,-0.11457990479979827
133,High-deficiency,0,-2.9311547034708303,-1.9008022472574408,0.17718545110080175
92,High-deficiency,0,-5.531094397867246,-0.2531214749058211,-0.22728824697315902
96,High-deficiency,0,-7.5686155374919295,6.351283621579402,0.8387181889807594
109,High-deficiency,0,-3.830586798745622,-0.5384944566704639,-1.6248533555004445
90,High-deficiency,0,-11.28925916561925,3.40974637876418,1.5451288322549301
95,High-deficiency,0,-9.508709134293971,0.7225105564487073,0.09078107162499717
94,High-deficiency,0,-9.503272111476186,3.5150323794577796,0.2205822974817981
103,High-deficiency,0,-3.9595463776509665,1.8216576612887831,-0.4509896000311936
101,High-deficiency,0,-2.3390855202895025,0.23023212035699347,0.10699407857515973
104,High-deficiency,0,-3.6234191431609535,0.8310259792042364,-0.5472598635882574
106,High-deficiency,0,-3.370702197105305,0.5420630128834114,-1.941075555301533
100,High-deficiency,0,-11.436948418448102,-4.535187475108241,1.4879245869489066
105,High-deficiency,0,-3.243185546465975,1.325367235906706,-1.2674662966418664
110,High-deficiency,0,-4.094319625531969,2.707170493444543,-2.3017408384482785
107,High-deficiency,0,-0.811928486649348,0.8563447786662207,-2.1497168872673904
102,High-deficiency,0,-0.8813767754798123,1.9220134158855882,-0.5696127405099203
